layer,condition,item_id,anchor_score
16,no_anchor_context,math_009,1.6400504112243652
16,no_anchor_context,math_010,1.934733510017395
16,low_anchor,math_001,3.3723297119140625
16,low_anchor,math_002,3.3358664512634277
16,low_anchor,math_003,3.2857766151428223
16,low_anchor,math_004,3.266080141067505
16,low_anchor,math_005,3.23826265335083
16,low_anchor,math_006,3.2881855964660645
16,low_anchor,math_007,2.414004325866699
16,low_anchor,math_008,2.864919662475586
16,low_anchor,math_009,2.8994333744049072
16,low_anchor,math_010,3.412430763244629
16,high_anchor,math_001,3.3935739994049072
16,high_anchor,math_002,3.355372428894043
16,high_anchor,math_003,3.295569896697998
16,high_anchor,math_004,3.284141778945923
16,high_anchor,math_005,3.2263402938842773
16,high_anchor,math_006,3.298166275024414
16,high_anchor,math_007,2.4003562927246094
16,high_anchor,math_008,2.886465549468994
16,high_anchor,math_009,2.9150595664978027
16,high_anchor,math_010,3.3675031661987305
17,clean,math_001,0.16173973679542542
